"who","purchase.no","touchpoint.1","touchpoint.2","touchpoint.3","touchpoint.4","touchpoint.5","touchpoint.6","touchpoint.7","touchpoint.8","touchpoint.9","touchpoint.10","touchpoint.11","touchpoint.12","touchpoint.13","touchpoint.14","touchpoint.15","touchpoint.16","touchpoint.17","touchpoint.18","touchpoint.19","touchpoint.20","touchpoint.21","touchpoint.22","touchpoint.23"
73,3,"tv","twitter","search","instagram","printed","radio","email","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,4,"tv","twitter","radio","third-party","search","printed","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0,"instagram","email","twitter","search","youtube","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,1,"tv","third-party","search","radio","third-party","search","youtube","instagram","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,2,"tv","tv","facebook","email","youtube","search","youtube","tv","twitter","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,3,"instagram","email","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,4,"youtube","tv","tv","email","instagram","radio","email","search","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,5,"youtube","tv","tv","search","facebook","radio","email","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0,"instagram","facebook","search","printed","email","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,1,"radio","instagram","third-party","twitter","instagram","email","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,2,"tv","radio","printed","instagram","twitter","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,3,"youtube","third-party","radio","instagram","radio","third-party","search","youtube","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,4,"tv","tv","search","instagram","facebook","printed","instagram","email","search","instagram","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,5,"youtube","tv","tv","radio","printed","youtube","instagram","search","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0,"instagram","email","youtube","printed","tv","search","instagram","facebook","facebook","search","printed","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA
76,1,"search","instagram","radio","twitter","search","youtube","printed","search","youtube","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,2,"instagram","printed","facebook","youtube","printed","facebook","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,3,"search","instagram","printed","third-party","search","email","youtube","tv","third-party","email","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,4,"printed","radio","email","search","youtube","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,5,"search","youtube","twitter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,0,"printed","youtube","printed","search","tv","tv","radio","instagram","radio","email","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA
77,1,"tv","tv","radio","instagram","facebook","printed","radio","third-party","twitter","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,2,"instagram","search","tv","tv","search","instagram","printed","radio","third-party","search","youtube","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,3,"search","youtube","tv","third-party","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,4,"facebook","printed","email","search","youtube","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,5,"search","instagram","facebook","hoarding","printed","radio","email","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,6,"search","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0,"printed","radio","third-party","twitter","youtube","search","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,1,"instagram","facebook","radio","facebook","twitter","search","email","tv","radio","instagram","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,2,"printed","instagram","third-party","twitter","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,3,"youtube","tv","tv","search","radio","search","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,4,"tv","search","instagram","facebook","printed","radio","facebook","search","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,5,"search","youtube","tv","tv","radio","instagram","printed","instagram","facebook","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,6,"youtube","email","tv","third-party",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0,"printed","instagram","facebook","search","instagram","email","youtube","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1,"facebook","printed","facebook","twitter","search","youtube","email","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,2,"instagram","printed","instagram","email","search","printed","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,3,"radio","instagram","printed","radio","email","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,4,"search","youtube","tv","instagram","facebook","instagram","third-party","twitter","youtube","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,5,"tv","email","printed","radio","facebook","twitter","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,6,"search","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0,"printed","email","search","printed","facebook","third-party","radio","instagram","printed","instagram","email","search","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA
80,1,"tv","search","instagram","printed","instagram","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,2,"tv","twitter","radio","instagram","facebook","third-party","search","youtube","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,3,"tv","tv","facebook","third-party","instagram","search","tv","tv","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,4,"radio","youtube","printed","search","youtube","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0,"printed","radio","printed","facebook","youtube","third-party","radio","printed","instagram","search","email","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA
81,1,"instagram","email","twitter","youtube","printed","email","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,2,"search","instagram","facebook","printed","email","youtube","printed","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,3,"tv","tv","search","instagram","facebook","printed","instagram","third-party","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,4,"instagram","email","youtube","tv","search","instagram","facebook","email","twitter","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,5,"printed","tv","twitter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0,"printed","instagram","facebook","twitter","search","instagram","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,1,"email","instagram","printed","radio","twitter","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,2,"youtube","tv","tv","radio","instagram","facebook","instagram","email","twitter","search","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,3,"search","youtube","tv","twitter","email","instagram","facebook","instagram","facebook","search","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,4,"search","youtube","tv","twitter","radio","instagram","instagram","third-party","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,5,"youtube","tv","third-party","radio","instagram","radio","third-party","search","search","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0,"radio","email","search","printed","youtube","tv","tv","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,1,"printed","radio","third-party","twitter","instagram","search","tv","tv","search","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,2,"radio","email","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,3,"youtube","twitter","search","instagram","third-party","twitter","youtube","printed","tv","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,4,"instagram","facebook","radio","email","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,5,"tv","tv","search","instagram","facebook","printed","radio","email","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,6,"hoarding","instagram","email","youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0,"printed","radio","email","youtube","instagram","email","tv","tv","email","instagram","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,1,"instagram","third-party","twitter","search","instagram","email","youtube","third-party","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,2,"radio","email","twitter","search","instagram","search","tv","tv","radio","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,3,"printed","instagram","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,4,"tv","tv","email","instagram","facebook","printed","instagram","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,5,"search","youtube","instagram","tv","tv","radio","hoarding","instagram","third-party","search","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,6,"email","youtube","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0,"instagram","facebook","search","youtube","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1,"search","search","printed","email","tv","tv","hoarding","hoarding","radio","email","search","search","tv","third-party","search","converted",NA,NA,NA,NA,NA,NA,NA
85,2,"instagram","facebook","third-party","twitter","search","youtube","email","tv","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,3,"facebook","radio","third-party","twitter","search","instagram","tv","search","instagram","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,4,"email","printed","search","tv","twitter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0,"printed","radio","email","search","tv","twitter","radio","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1,"instagram","third-party","printed","email","tv","radio","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2,"facebook","printed","instagram","email","search","instagram","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,3,"tv","radio","instagram","printed","instagram","third-party","search","email","tv","tv","email","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,4,"printed","instagram","email","printed","search","tv","tv","email","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,5,"facebook","hoarding","radio","third-party","twitter","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,6,"search","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0,"instagram","third-party","youtube","printed","search","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,1,"instagram","facebook","printed","third-party","search","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,2,"tv","twitter","search","instagram","facebook","radio","email","twitter","instagram","email","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,3,"search","instagram","radio","third-party","youtube","printed","email","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,4,"facebook","printed","radio","email","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,5,"youtube","tv","tv","search","instagram","radio","third-party","twitter","search","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,6,"youtube","third-party",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0,"printed","instagram","email","youtube","instagram","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,1,"tv","email","instagram","instagram","third-party","search","printed","tv","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,2,"facebook","instagram","facebook","search","printed","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,3,"radio","printed","instagram","third-party","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,4,"facebook","youtube","tv","search","radio","email","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,5,"youtube","tv","tv","radio","instagram","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,6,"printed","instagram","email","search","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0,"printed","email","search","youtube","youtube","tv","radio","instagram","email","twitter","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1,"youtube","tv","search","instagram","email","twitter","printed","search","youtube","tv","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,2,"instagram","printed","radio","search","facebook","youtube","tv","twitter","radio","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,3,"instagram","printed","email","tv","twitter","radio","instagram","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,4,"printed","radio","third-party","search","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0,"printed","radio","email","twitter","printed","email","tv","radio","instagram","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,1,"printed","instagram","twitter","search","printed","email","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,2,"third-party","twitter","search","youtube","search","youtube","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,3,"instagram","printed","radio","third-party","twitter","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,4,"email","tv","tv","radio","instagram","instagram","email","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,5,"search","facebook","radio","email","twitter","instagram","search","youtube",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,0,"email","twitter","youtube","instagram","search","tv","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,1,"facebook","facebook","twitter","youtube","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,2,"tv","third-party","email","email","twitter","youtube","instagram","search","youtube","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,3,"instagram","instagram","search","youtube","printed","email","tv","twitter","radio","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,4,"facebook","printed","email","twitter","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,5,"email","instagram","printed","radio","email","search","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,6,"search","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0,"third-party","search","youtube","printed","search","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,1,"tv","radio","instagram","printed","radio","email","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,2,"email","tv","tv","radio","instagram","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,3,"printed","radio","email","twitter","youtube","search","tv","radio","instagram","printed","email","twitter","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA
92,4,"search","youtube","twitter","search","instagram","printed","email","twitter","instagram","email","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,5,"radio","instagram","printed","radio","third-party","twitter","search","printed","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,6,"youtube","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0,"printed","third-party","search","hoarding","printed","email","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,1,"radio","instagram","printed","instagram","third-party","search","youtube","search","youtube","twitter","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2,"radio","email","search","search","twitter","radio","radio","third-party","search","youtube","search","tv","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA
93,3,"facebook","instagram","email","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,4,"tv","third-party","search","instagram","printed","third-party","search","youtube","email","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,5,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,0,"instagram","third-party","search","tv","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,1,"instagram","printed","instagram","email","twitter","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,2,"youtube","tv","search","facebook","printed","email","search","youtube","email","third-party","radio","instagram","instagram","email","printed","converted",NA,NA,NA,NA,NA,NA,NA
94,3,"email","tv","search","instagram","printed","email","search","printed","email","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,4,"tv","radio","instagram","facebook","printed","instagram","email","search","search","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0,"printed","instagram","facebook","search","youtube","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,1,"tv","email","instagram","printed","radio","facebook","twitter","youtube","instagram","facebook","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,2,"email","search","printed","email","tv","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,3,"facebook","radio","youtube","printed","search","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,4,"printed","instagram","email","twitter","search","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,5,"youtube","tv","search","facebook","instagram","email","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,6,"youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,0,"twitter","youtube","printed","search","youtube","tv","tv","radio","instagram","email","twitter","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA
96,1,"tv","tv","search","facebook","instagram","email","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,2,"search","tv","tv","radio","facebook","printed","radio","twitter","search","printed","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,3,"youtube","tv","radio","instagram","email","search","instagram","search","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,4,"facebook","printed","instagram","email","twitter","search","printed","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,5,"youtube","tv","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0,"printed","radio","email","instagram","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,1,"email","instagram","printed","radio","email","search","search","tv","tv","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,2,"email","search","printed","search","youtube","tv","search","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,3,"third-party","twitter","search","youtube","printed","search","twitter","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,4,"facebook","instagram","search","youtube","printed","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,5,"tv","email","facebook","radio","email","youtube","printed","email","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,0,"printed","instagram","search","youtube","twitter","email","radio","email","search","youtube","printed","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,1,"youtube","tv","tv","email","facebook","third-party","search","instagram","tv","third-party","radio","instagram","third-party","twitter","printed","search","converted",NA,NA,NA,NA,NA,NA
98,2,"youtube","tv","tv","search","instagram","email","search","tv","tv","search","printed","radio","third-party","twitter","instagram","tv","tv",NA,NA,NA,NA,NA,NA
99,0,"printed","instagram","facebook","twitter","youtube","printed","search","third-party","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,1,"radio","search","printed","email","youtube","instagram","radio","email","search","instagram","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,2,"youtube","tv","search","instagram","radio","email","youtube","instagram","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,3,"radio","instagram","facebook","radio","third-party","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,4,"search","youtube","tv","twitter","email","instagram","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,5,"email","twitter","youtube","instagram","email","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,6,"tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0,"radio","facebook","search","printed","search","youtube","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1,"email","instagram","facebook","printed","radio","third-party","twitter","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2,"search","youtube","third-party","email","facebook","printed","instagram","third-party","search","instagram","facebook","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3,"youtube","twitter","email","facebook","email","twitter","printed","facebook","tv","tv","radio","hoarding","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA
100,4,"email","youtube","tv","instagram","printed","third-party","twitter","search","youtube","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,5,"search","youtube","tv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0,"printed","instagram","email","twitter","search","youtube","tv","radio","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,1,"facebook","printed","instagram","email","twitter","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,2,"search","youtube","tv","search","instagram","facebook","printed","instagram","email","twitter","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,3,"printed","email","tv","instagram","facebook","printed","radio","email","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,4,"twitter","youtube","instagram","search","youtube","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,5,"tv","tv","email","instagram","printed","instagram","search","youtube","printed","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,6,"search","tv","tv","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,7,"facebook","third-party","search","printed","search","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0,"printed","instagram","third-party","twitter","search","youtube","printed","youtube","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,1,"tv","radio","facebook","instagram","third-party","youtube","instagram","tv","tv","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,2,"search","facebook","printed","radio","search","instagram","search","tv","search","instagram","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,3,"facebook","radio","email","twitter","twitter","search","facebook","radio","email","search","youtube","search","converted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
